Email IDs,Email Text,Email Type
mail.example.org,louise email me the bonus file sometime on monday . i may have some time on my hands .,Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.com,"conceptual structures - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - first call for papers - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - seventh international conference on conceptual structures iccs ' 99 http : / / www . ee . vt . edu / ~ iccs99 / - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - july 12-15 , 1999 virginia tech blacksburg , virginia - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - theme : knowledge science and engineering with conceptual structures since 1993 , iccs has been the annual conference and principal forum for theorists and practitioners in conceptual structures . we invite all researchers and users of conceptual structures , knowledge representations , ontologists , formal logics and related disciplines to participate in iccs ' 99 . previous conferences on conceptual structures have spanned theory , application and the demonstration of software tools . iccs ' 99 looks to extend this foundation with knowledge engineering using conceptual structures . conceptual structures , based in the conceptual graphs introduced by john sowa , are rooted in semantic networks and the existential graphs of c . s . peirce . conceptual structures have been widely used in several domains , such as natural language processing , knowledge based systems , knowledge engineering and database design , among others . researchers have developed a sizable software base and continue to build upon it . our particular desire for iccs ' 99 is to encourage presentation of software tools and interesting applications of conceptual structures . the iccs proceedings are published in the springer verlag lecture notes in artificial intelligence series . references of previous iccs are # 699 ( quebec city , 1993 ) , # 835 ( washington d . c . , 1994 ) , # 954 ( santa cruz , 1995 ) , # 1115 ( sydney , 1996 ) , # 1257 ( seattle , 1997 ) , and # ( montpelier , 1998 ) . - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - important dates presentation page submission deadline december 23 , 1998 paper submission deadline january 1st , 1999 paper notification of acceptance march 10 , 1999 camera ready papers due april 10 , 1999 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - topics of interest papers are invited on all topics concerning conceptual graphs and other graphical knowledge representation languages , including , but not limited to : case studies and applications software tools and systems theory of conceptual structures conceptual structures and formal logic epistemology and history of conceptual structures knowledge representation relationships with other knowledge representation formalisms algorithms and complexity reasoning and learning with conceptual structures storage and retrieval of conceptual structures natural language processing knowledge acquisition knowledge engineering and modeling ontologies and formal concept analysis cognitive psychology using conceptual structures - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - submission guidelines three categories of papers are defined : 1 ) theory and analysis , 2 ) applications ( use of conceptual structures in significant applications ) and 3 ) tools ( tools for conceptual structures ) . in each category , three types of papers are considered : a ) major reports ( long papers ) - - substantial papers with new results , b ) research notes ( short papers ) - - work-in - progress or very specific results , and c ) position papers ( letters ) . major reports in application and tool categories should be based on running implementations . demonstrations of running implementations during the conference will be encouraged . research notes may be based on partial implementations or designs . position papers allows individuals to report on current activities and conjectures within the area defined by the call for papers without the need for presenting results . all submitted papers must be in english . major reports are limited to 14 standard size pages in length , single spaced , including title , author names and affiliations , abstract , figures and references . research notes are limited to 7 pages with the same constraints . position papers are limited to 1 page . authors have to specify the category ( s ) and the type of their submitted paper . according to the referee reports , changes of category or type may be required . all accepted papers are published in the same proceedings . registration of one of the authors will be required with the final version of an accepted paper . submitted papers must be received on or before january 1st , 1999 . a separate presentation page is requested earlier ( december 23 , 1998 ) . the presentation page should contain the following information : the title , category ( theory and analysis , applications , or tools ) and type ( major report or research notes or position paper ) of the paper , the names , affiliation and e-mail addresses of all authors , the postal address of one author chosen as the corresponding author , one or two keywords chosen in the topics of interest list , possibly additional phrases describing the content if the available keywords do not fit well , and an abstract . a form for the presentation page will be provided on iccs ' 99 web site in due time . authors may also send the presentation page in plain text format through electronic mail , to iccs99 @ monmouth . edu . papers are submitted electronically , using postscript format . please make sure that your paper is entirely printable from the postscript file . if you encounter any problem , please contact the program chair ( btepfenh @ moncol . monmouth . edu ) . special sessions in addition to the main conference , there will be a special session on the sisyphus / conceptual graphs initiative i . papers are to be submitted separately . questions concerning this special track are to be referred to prof . guy mineau at mineau @ ift . ulaval . ca or dr . dickson luckose at lukose @ brightware . com . - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - organizing committee general chair walling cyre virginia tech , blacksburg , virginia , usa cyre @ vt . edu program chair william m . tepfenhart at&t laboratories , new jersey , usa monmouth university , new jersey , usa btepfenh @ moncol . monmouth . edu ( 732 ) 571-3480 honorary chair john f . sowa suny at binghamton , usa sowa @ west . poly . edu - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.com,"growing company ignored by wall street stock watch alert this morning are wysak petroleum ( wysk ) , key energy services , inc . ( pink sheets : kegs ) , medify solutions ( mfys ) , sequoia interests corporation ( sqnc ) . wysak petroleum ( wysk ) current price : o . 18 wysak petroieum announces the signing of a letter of intent with the european commission baitic renewable energy centre ( ec brec ) to assist wysak petroleum in the development of the wysak wind power project . ec brec and wysak have signed a loi in respect to the deveiopment of a full - sized commercia | wind power project in europe . this | etter states that ec brec can support wysak in matters such as financia | structuring and investment , reguiatory issues , government policies , negotiations , wind technologies , and other aspects reiating to wind power . about the wysak wind project this deveiopment will be up to a maximum 9 omw in size and cost upwards of $ 120 miilion in development expenditures . once completed , this wind park wi | | suppiy upwards of 170 , 00 o mw of eiectricity annually for poiand and the european community . this is enough green energy to supply upwards of 25 , 0 oo homes with electricity and offset neariy 170 , ooo tonnes of greenhouse gases . total gross eiectric sales over a 20 - year period are estimated at over $ 45 o miilion for a project this size . about the ec baltic renewabie energy centre the mission of european commission - founded ec brec is to stimuiate the development of renewabie energy sources ( res ) in poiand through the construction of res projects , the deveiopment of innovative technologies , and the creation of relevant policies , strategies and pians . to fuifiil the mission , ec brec uses its own research capabilities and cooperates with partner institutions from the eu , other countries , and international organizations . about wysak petroieum wysak is a diversified energy company whose goa | is to identify and deveiop traditional fossil fuel sites , as wel | as ciean air alternative energy producing technologies . wysak controis one wyoming federal oil gas | ease in the bighorn basin region and another in the green river basin . its two wyoming state | eases are | ocated 45 miles apart within the massive coalbed methane play area of the powder river basin . numerous large petroieum and expioration firms operate near to ail of these properties ; they include exxonmobiie ( xom ) , wi | | iams gas ( wmb ) , and western gas ( wgr ) among others . co | | ectively , over 26 , 00 o wells produced 54 . 7 million barrels of oil and 1 . 75 tri | | ion cubic feet of natural gas in wyoming conclusion : the examples above show the awesome , earning potentia | of little known companies that explode onto investor ' s radar screens ; many of you are aiready familiar with this . is wysk poised and positioned to do that for you ? then you may feel the time has come to act . . . and piease watch this one trade monday ! go wysk . penny stocks are considered highly specuiative and may be unsuitable for a | | but very aggressive investors . this profile is not in any way affiliated with the featured company . we were compensated 3 ooo doliars to distribute this report . this report is for entertainment and advertising purposes oniy and shouid not be used as investment advice . if you wish to stop future maiiings , or if you fee | you have been wrongfuily piaced in our membership , please go here or send a biank e mai | with no thanks in the subject to stockl 009 @ yahoo . com",Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.com,"  | Date: Fri, 19 Jul 2002 16:15:49 +0100
  | From: Brian Foster 
  |[ ... ]
  |  the issue here is tar(1) (and cpio(1)) archives always
  |  contain the data for each name of a hard link.  [ ... ] ARRGGGHHHH!!!!!
 profuse apologies, the wrong version of my reply was posted
 (blame it on being late for the pub).  ;-( the above is almost pure B*S* --- I got my `tar's and `cpio's
 confused.  what I said _is_ correct, but for cpio(1) archives;
 tar(1) archives do _not_ replicate the data for hard links. I spotted this confusion on my part before I posted my reply,
 and re-wrote it to be more correct, yet somehow the wrong
 version got sent anyways.  ARRGGGHHHH!!!!!  ;-(  ;-(  ;-( anyways, GNU `cpio -p' does not do spurious reads or writes.
 GNU `tar cf - ... | tar xf - ...' also does not, albeit each
 `tar' both reads and writes the data.  hence, there is twice
 (not thrice!) the I/O of `cpio -p', maybe an issue for c.60Gb. using strace(1), I've verified my claim GNU `cpio -p' does
 not do spurious reads or writes, i.e. it link(2)s.  but having
 just come back from the pub, perhaps this should also be taken
 with extra skepticism ......   ;-\ sorry.  cheers!
	-blf-
--
 Innovative, very experienced, Unix and      | Brian Foster    Dublin, Ireland
 Chorus (embedded RTOS) kernel internals     | e-mail: blf@utvinternet.ie
 expert looking for a new position ...       | mobile: (+353 or 0)86 854 9268
  For a rÃ©sumÃ©, contact me, or see my website  http://www.blf.utvinternet.ie    Stop E$$o (ExxonMobile):  Â«Whatever you do, don't buy Esso --- they
     don't give a damn about global warming.Â»    http://www.stopesso.com
     Supported by Greenpeace, Friends of the Earth, and numerous others...-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puma.fun.cz,"colloque : plurilinguisme et enseignement integrated in teh activities promoted by the grif ( groupe de reflexion interdisciplinaire sur le franais ) , the language department of the university of the algarve , faro , portugal , has promoted a scientific meeting on plurilingualism and teaching , to be held on the 4th and 5th of june . this meeting aims to foster the debate and the reflection of students , teachers , educators and supervisors on the subject of teaching a foreign language in multilingual and multicultural contexts . communications to be presented focus on the isuues of foreign language acquisition and development and also on the analysis of factors related to the foreign language learning and teaching process . invited professors : daniel coste - ens - saint cloud bernard py - universit de nuchatel more informations : http : / / www . ualg . pt / uceh / noticias . html",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
host218.ipowerweb.com,"John P. Looney's [valen@tuatha.org] 11 lines of wisdom included:
>  OK, Mutt uses sendmail to deliver mail...
> 
>  How can I get it to deliver via a Postfix box with SMTP auth enabled ?Mutt interacts with smtpdaemon or something like that doesn't it?Can mutt interact directly with SMTP server with authentication
capabilities? I don't think it can. Surely you can just run a mailserver on your own machine and send
mail using it? -- 
  Philip Reynolds        
   RFC Networks          tel: 01 8832063
www.rfc-networks.ie      fax: 01 8832041-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mrvnet.kundenserver.de,"hey man - great news my gut feeling is that no , the civilian side isn ' t ready to take over , "" said aine fay , indonesia director for the irish aid group concern . "" the american military , the military hardware has been so useful manic hymnal transferee aztecan deneb toccata cacophonist scroll baneberry swampy chit tasting spandrel sociometry maier apperception lithic acumen littoral mattress soggy embower ariadne tennis inelastic butterball draw bop hewett odometer tarnish communicate accompanist resident admit oven cowardice cern decolonize hateful dartmouth tout stadium gaston bose company net attitude simply cooke deride preemptive hoot betel brazzaville cursory absent regimentation avenue cetus ninebark spun baldwin coulter coherent onlooking bifurcate persistent langmuir cromwellian skippy brucellosis aleph configure servitude reinstate ghostly massachusetts argue amigo insofar perimeter craftsperson admission blouse stinky stimulatory ajar circumstantial crowbait manchester ozark rhesus calkins ceremony longhorn benefactor gaylord needle mayhem covert bayonet hutchins inhuman battle cunning pilferage difluoride consensus diffeomorphic bursitis ecole pyrophosphate churchgoer dylan partition ukraine du taos poetry warplane canna clamber allusion assassin wakeful candide epoxy burp cooke soul strabismus shitepoke archibald riddance dodecahedra banbury convoke inaptitude luminance quanta disdainful ethel hijack morgan recent concretion matilda aloha butyl clothesman convert gauze subterfuge smokescreen elmsford crunch patricia technion bryn palladium triceratops lawbreak misty barrow whisper airway die band checkbook baneberry talc sabina documentation dunham efferent byproduct pitney televise metallurgy descartes apropos respondent batch karyatid calcareous barfly karate ravage barometer scriptural cider cochineal soothsayer masochism autumnal calisthenic doyle workmen grudge nocturne ravel airpark silty chloroform cornflower reformatory eyeful adjectival cern dug exotica horsepower axe quizzical trend pandanus desk becket blaze arboreal mollify throat waltham throughout template eisenhower amber governance camden dulse ii mary immediacy dominic trough denizen furrow omelet orangutan bordello alb compression quarrelsome allegro carbuncle arachne swan evacuate hydrophilic neckline whirlwind shields blumenthal schmitt czech manitoba marjorie bourgeoisie persimmon catastrophic vivify chloroform martha cortex stannic stereoscopy desirous inalterable doubtful chiropractor contest studebaker chartreuse diffeomorphism sleuth thiouracil metropolis emperor annal dugan baboon household chicory alexander currant dichotomy cultural wheelchair bridle dwelt grope earthquake boon risk bellflower context injustice mcgraw homeostasis aboveboard flora cackle planoconcave ribosome savagery beefy fitzgerald brunette drugstore bless simper axiom genotype basophilic virginian await mindful diamagnetism chord washy endgame priggish cowlick depositary retrieve dome scarify committal afterward curt y cervix gap suburbia concierge defrost sent carload wingtip wildcat unison insolent hilltop wherewithal reman wit gaspee deadline draftsman trudy beltsville typology crib antiquity fantastic compost compound world elsinore degassing acquisition concentrate asymmetry pansy excitation zigzag lumpish sedge exemption through nugget canvas jurisprudent augite butt abolish dec toastmaster pandemic tumbrel storehouse clank shakespeare shan ' t pensive coattail wherewithal trample closeup decorticate hologram chickadee rockland pirouette adipic deposit impassive hayden atlantic knack cerberus bistable accomplish wide affront celanese decompose deleterious cathedral intramolecular toiletry middlebury genius directory aptitude obsess slang cyclopean frock curious honorific weinstein decade bedlam caption redtop abide whoever cartographic teakettle abyssinia kerr salvageable oaken f ' s nato farkas baseman gassy shareown coconut farmland parabola fluvial aghast contrition coppery augustine chromic bye censure badge haugen unicorn endoderm dinghy anchor % remove",Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mrvnet.kundenserver.de,"job : montreal poste de professeur , e regulier , ere en phonologie le departement de linguistique de l ' uqam sollicite des candidatures pour un poste regulier a temps complet en phonologie profil des fonctions : . enseignement et encadrement aux etudes de premier cycle et aux etudes avan - cees . . assurer la vitalite de la recherche dans le domaine de la specialite . . services a la communaute . exigences : . ph . d . en linguistique . . experience d ' enseignement universitaire . . solide dossier de publications recentes dans des revues avec jury , attestant une competence dans le domaine vise . date d ' entree en fonction : 1er juillet 1992 l ' uqam souscrit a un programme d ' acces a l ' egalite des femmes en emploi . con - formement aux exigences relatives a l ' immigration au canada , ce poste est of - fert aux citoyens-es et aux residents-es permanentes-es . traitement : selon la convention collective spuq-uqam . les personnes interesses sont priees de faire parvenir un curriculum vitae en francais , date et signe , incluant le nom , l ' adresse et le numero de telephone de trois repondants , avant le 15 mai 1992 a : m . robert a . papen , directeur , departement de linguistique , uqam , c . p . 8888 , succ . a , montreal ( quebec ) h3c 3p8 . telephone : 514-987 - 8416 ; telecopieur : 514-987 - 4652 ; e-mail : r14730 @ uqam",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ninja.dk,"On Tue, 13 Aug 2002, Theo Van Dinter wrote:> On Tue, Aug 13, 2002 at 11:58:03AM -0500, Justin Shore wrote:
> > I'm assuming I need to strip the SpamAssassinReport.txt attachments 
> > from my spam mailbox before I run the mailbox through razor-report, 
> > correct?  Does anyone know of an easy way to do this?
> 
> use ""spamassassin -r"".  It'll take a message, strip the SA bits, and
> report to razor, all in one shot. :)As long as you're not using razor2, that is, right?-------------------------------------------------------
This sf.net email is sponsored by: Dice - The leading online job board
for high-tech professionals. Search and apply for tech jobs today!
http://seeker.dice.com/seeker.epl?rel_code=31
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users
",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nimishshah.com,"new discussion list content - length : 2153 subscriptions are invited to the following list . l o w l a n d s - l lowlands - l is an automated worldwide electronic mail list for those who are interested in the languages and cultures of the lowlands adjacent to the coast of the north sea and of baltic sea ( hereafter ` ` lowlands ' ' ) . lowlands - l uses listprocessor at the university of washington ( seattle , u . s . a . ) . the primary focus of lowlands - l is on the germanic languages and their cultural environments that developed and remain in the lowlands ( dutch , frisian , low saxon [ low german ] ) as well as those that descended from these languages or from their predecessors and are used elsewhere ( afrikaans , emigre dutch / frisian / low saxon , lowlands - based pidgins and creoles , and also english and scots ) , thus "" west germanic "" languages except ( high ) german , yiddish , and related varietes . however , other languages and their cultural environments may be discussed if it is relevant to the lowlands context . the basic goals of lowlands - l : - to facilitate global communication and collaboration among those who are interested in lowlands languages , cultures and related topics - to promote and facilitate research and teaching of lowlands languages and cultures - to promote the use of lowlands linguistic and cultural data in general research and publications - to support efforts to protect , revive and advance endangered lowlands languages or language varieties - to pay attention to minority lowlands languages and cultures , including those that are being denied official recognition - to serve as a forum for exploring common and diverse features of lowlands languages and cultures - to provide opportunities to enjoy and enhance mutual intelligibility among lowlands languages in multilingual exchanges - to strengthen linguistic , cultural and social ties among users of lowlands languages , their descendants and their friends to subscribe to lowlands - l please send the following message to listproc @ lists . u . washington . edu : subscribe lowlands - l { your name } * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * e n d * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.com,"dr . kaminski , thank you for giving me an opportunity to talk with you and zimin . it ' s my great pleasure to meet with you and your group members . i met zimin last week . we had a wonderful talk . after our meeting , i handed in him my current resume . he may already forwarded my resume to you . if not , i will be very happy to send you a copy . by talking with you , zimin and by attending your presentation yesterday at uh , i find i am really interesting the fields that you are working on . i am deeply impressed by the research works your team have done and i am looking forward i am able to become one of your members . i am also looking forward to be able to do researches under your guidance . i strongly feel that your research department provides the kind of jobs and environments that i have been looking for a long time . my career objective matches your research fields and directions . i believe my training in mathematics and computer science will provide me some necessary backgrounds in energy risk management . i am also sure that by working with you , i can greatly expand my it skills and experiences . i also can learn tremendously from you and your research teams . currently after finishing my programing work as an it spcialist , i am reading john hull ' s book and try to catch up necessary background in finance and related fields . i am also readingyour "" managing energy price risk "" book . thank you for giving me a copy of this book . again , thank you for giving me this opportunity and i am looking forward to working in your team . john hou 713 - 853 - 1600",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
localhost,"fw : 3 rd rev mar . 2000 josey ranch nom fyi - - - - - - - - - - - - - - - - - - - - - - forwarded by susan d trevino / hou / ect on 03 / 28 / 2000 03 : 57 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - bob withers on 03 / 28 / 2000 03 : 49 : 29 pm to : "" susan trevino ( e - mail ) "" cc : subject : fw : 3 rd rev mar . 2000 josey ranch nom sorry about leaving you off the "" send list "" . . . i inadvertently put smith instead of trevino . . . pops ! this change is for the last two days of the month of march ( i am sending a day earlier than normal deadline because i ' m getting covered up with april ! ) bob withers > > < kcs energy , 5555 san felipe , suite 1200 houston , tx 77056 voice mail / page 713 - 964 - 9434",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.tppppc.gov.tw,"Gary Lawrence Murphy wrote:>>>>>>""R"" == R A Hettinga  writes:
>>>>>>            
>>>>>>
>
>    R> At 9:34 PM -0700 on 9/20/02, Mr. FoRK wrote:
>    >> ""Free trade and free markets have proven their ability to lift
>    >> whole societies out of poverty"" I'm not a
>    >> socio-political/history buff - does anybody have some clear
>    >> examples?
>
>    R> You're probably living in one, or you wouldn't be able to post
>    R> here.
>
>Cool --- I wasn't aware that the US had lifted it's population out of
>poverty!  When did this happen?  I wonder where the media gets the
>idea that the wealth gap is widening and deepening...
>
>
>  
>
I wasn't aware that there was anyone who could use the words ""free 
trade"" about the United States and keep a straight face.Owen
",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.com,cp & l data act _ flow is from our system . cp & l flow is from cp & l . all volumes are in mmcf .,Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
localhost.localdomain,"# 1 work - at - home internet business need financial help ? click here to find out how you can make thousands on the internet ' s # 1 home based business . want out of our database ? do not reply to this email . copy and paste this link into your browser - mail - svcs . com / rmm . htm computer technologies 848 n . rainbow blvd . # 316 las v . egas , nv 89107",Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crownprepress,"fwd : invitation to the 20 th annual rutgers conference paul , thank you for the invitation to speak at the eastern conferences on regulation and competition on may the 25 th . i shall be glad to attend and make an after dinner presentation . i hope to be able to attend the entire conference . sorry for a delay in responding to your message . i have been traveling extensively in the last few weeks . vince return - path : from : vkaminski @ aol . com full - name : vkaminski message - id : date : thu , 15 mar 2001 17 : 04 : 02 est subject : fwd : invitation to the 20 th annual rutgers conference to : vkaminski @ aol . com mime - version : 1 . 0 content - type : multipart / mixed ; boundary = "" part 2 _ 70 . 8 aeecl 9 . 27 e 29652 _ boundary "" x - mailer : aol 6 . 0 for windows us sub 10501 return - path : received : from rly - yho 3 . mx . aol . com ( rly - yho 3 . mail . aol . com [ 172 . 18 . 147 . 35 ] ) by air - yho 3 . mail . aol . com ( v 77 _ rl . 21 ) with esmtp ; fri , 09 mar 2001 18 : 01 : 27 - 0500 received : from postmaster . enron . com ( outbound 5 . enron . com [ 192 . 152 . 140 . 9 ] ) by rly - yho 3 . mx . aol . com ( v 77 _ rl . 21 ) with esmtp ; fri , 09 mar 2001 18 : 01 : 01 - 0500 received : from mailman . enron . com ( mailman . enron . com [ 192 . 168 . 189 . 66 ] ) by postmaster . enron . com ( 8 . 8 . 8 / 8 . 8 . 8 / postmaster - 1 . 00 ) with esmtp id xaao 2258 for ; fri , 9 mar 2001 23 : 00 : 59 gmt from : vince . j . kaminski @ enron . com received : from nahou - msmswo 3 px . corp . enron . com ( [ 172 . 28 . 10 . 39 ] ) by mailman . enron . com ( 8 . 10 . 1 / 8 . 10 . 1 / corp - 1 . 05 ) with esmtp id f 29 noxp 22494 for ; fri , 9 mar 2001 17 : 00 : 59 - 0600 ( cst ) received : from ene - mtaol . enron . com ( unverified ) by nahou - msmswo 3 px . corp . enron . com ( content technologies smtprs 4 . 1 . 5 ) with esmtp id for ; fri , 9 mar 2001 17 : 01 : 07 - 0600 subject : invitation to the 20 th annual rutgers conference to : vkaminski @ aol . com date : fri , 9 mar 2001 17 : 00 : 58 - 0600 message - id : x - mimetrack : serialize by router on ene - mtaol / enron ( release 5 . 0 . 6 | december 14 , 2000 ) at 03 / 09 / 2001 04 : 58 : 03 pm mime - version : 1 . 0 content - type : text / plain ; charset = us - ascii x - mailer : unknown ( no version ) - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 03 / 09 / 2001 05 : 01 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - "" kleindorfer , paul "" on 03 / 08 / 2001 03 : 41 : 21 pm to : "" ' vkamins @ enron . com ' "" cc : "" ' mcrew @ andromeda . rutgers . edu ' "" subject : invitation to the 20 th annual rutgers conference vince : for two decades now , i have been a member of the faculty helping to organize the eastern conferences on regulation and competition that michael crew of rutgers has chaired . this year will be , in fact , the 20 th anniversary conference and a number of notable personages will be joining us to celebrate what we have learned and what we haven ' t about the economics of network industries . fred kahn , al philipps , bill hogan and a number of other distinguished academics will be reviewing our progress and the prospects for the future . the conference will take place at a beautiful site in the poconos , about 90 minutes north of philadelphia , from wednesday afternoon may 24 th to friday afternoon may 26 th . you can check for yourself the nature of the program and the conference site / hotel at the following website url : http : / / www . rci . rutgers . edu / ~ crri / ws . htm michael crew and i would both be delighted if you would be willing to be an after dinner speaker on thursday evening ( may 25 th ) , just before the key research reviews of friday morning take place on the electricity , telephone and gas industries , and following a day of special topics on emerging power markets and other developments in network industries . naturally we would be pleased if you would be able to stay for the entire conference , but knowing your schedule , you may only have time for a part of it . that would not be a problem . the usual after - dinner address is for 30 minutes , followed by a short q & a period . your presentation would help to underline the tremendous importance of enron in driving the development of new risk instruments to assist in price discovery and efficient risk management for market participants , in energy markets and more generally . both michael and i feel that your perspectives on the "" new science of risk management "" and what can be expected from it could be a very important addition to this special anniversay event . please let me know ( and please do copy michael on your response ) whether your schedule will allow your participation in this very special event . michael and i would , of course , be very happy to follow up with you in discussing the nature of the presentation , participants and so forth , if this is a go . i look forward to hearing from you . regards , paul paul kleindorfer 215 898 - 5830",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
